56.514, -36.996, -19.671, -0.716
56.602, -36.286, -20.950, -0.717
56.690, -35.533, -22.204, -0.718
56.778, -34.737, -23.430, -0.719
56.865, -33.898, -24.628, -0.720
56.953, -33.018, -25.796, -0.721
57.041, -32.097, -26.933, -0.722
57.129, -31.138, -28.037, -0.723
57.216, -30.140, -29.106, -0.724
57.304, -29.106, -30.140, -0.726
57.392, -28.037, -31.138, -0.727
57.480, -26.933, -32.097, -0.728
57.567, -25.796, -33.018, -0.729
57.655, -24.628, -33.898, -0.730
57.743, -23.430, -34.737, -0.731
57.831, -22.204, -35.533, -0.732
57.918, -20.950, -36.286, -0.733
58.006, -19.671, -36.996, -0.734
58.094, -18.368, -37.659, -0.736
58.182, -17.042, -38.278, -0.737
58.269, -15.696, -38.849, -0.738
58.357, -14.331, -39.373, -0.739
58.445, -12.948, -39.849, -0.740
58.533, -11.549, -40.277, -0.741
58.620, -10.137, -40.655, -0.742
58.708, -8.711, -40.984, -0.743
58.796, -7.276, -41.263, -0.744
58.884, -5.831, -41.492, -0.746
58.971, -4.380, -41.670, -0.747
59.059, -2.923, -41.798, -0.748
59.147, -1.462, -41.874, -0.749
59.235, 0.000, -41.900, -0.750
59.322, 1.462, -41.874, -0.751
59.410, 2.923, -41.798, -0.752
59.498, 4.380, -41.670, -0.753
59.586, 5.831, -41.492, -0.754
59.674, 7.276, -41.263, -0.756
59.761, 8.711, -40.984, -0.757
59.849, 10.137, -40.655, -0.758
59.937, 11.549, -40.277, -0.759
60.025, 12.948, -39.849, -0.760
60.112, 14.331, -39.373, -0.761
60.200, 15.696, -38.849, -0.762
60.288, 17.042, -38.278, -0.763
60.376, 18.368, -37.659, -0.764
60.463, 19.671, -36.996, -0.766
60.551, 20.950, -36.286, -0.767
60.639, 22.204, -35.533, -0.768
60.727, 23.430, -34.737, -0.769
60.814, 24.628, -33.898, -0.770
60.902, 25.796, -33.018, -0.771
60.990, 26.933, -32.097, -0.772
61.078, 28.037, -31.138, -0.773
61.165, 29.106, -30.140, -0.774
61.253, 30.140, -29.106, -0.776
61.341, 31.138, -28.037, -0.777
61.429, 32.097, -26.933, -0.778
